timestamp,trade_id,symbol,underlying,option_type,strike,expiry,expiry_date,days_to_expiry,action,side,quantity,price,total_value,spot_price,spot_change_1h,spot_change_24h,iv,delta,gamma,theta,vega,position_size_before,position_size_after,position_pnl_at_trade,avg_entry_before,btc_price,eth_price,market_trend,volatility_regime,outcome_pnl,outcome_pnl_pct,outcome_duration_hours,outcome_max_profit,outcome_max_loss,outcome_status,strategy_tag,automation_rule,user_notes
2026-01-17T14:37:56.548281,T000031,C-BTC-95600-170126,BTC,Call,95600,170126,2026-01-17T08:30:00,-0.26,SELL,OPEN,1,10.5,10.5,0,0,0,0,0,0,0,0,-3.0,-4.0,0,10.375,0,0,neutral,medium,10.3,98.0952380952381,21.357560198055555,,,closed,manual_add,,
2026-01-17T14:49:26.675494,T000032,C-BTC-95600-170126,BTC,Call,95600,170126,2026-01-17T08:30:00,-0.26,SELL,OPEN,5,5.0,25.0,0,0,0,0,0,0,0,0,0.0,-5.0,0,10.4,0,0,neutral,medium,4.8,96.0,21.165858194444446,,,closed,manual_add,,
2026-01-17T15:06:17.504965,T000033,P-BTC-94800-170126,BTC,Put,94800,170126,2026-01-17T08:30:00,-0.28,SELL,OPEN,1,6.5,6.5,0,0,0,0,0,0,0,0,-3.0,-4.0,0,7.85,0,0,neutral,medium,6.3,96.92307692307692,20.885065130277777,,,closed,manual_add,,
2026-01-17T15:06:27.869303,T000034,P-BTC-94800-170126,BTC,Put,94800,170126,2026-01-17T08:30:00,-0.28,SELL,OPEN,1,5.9,5.9,0,0,0,0,0,0,0,0,-3.0,-4.0,0,7.85,0,0,neutral,medium,5.7,96.61016949152543,20.8821861475,,,closed,manual_add,,
2026-01-17T15:21:13.143596,T000035,P-BTC-94800-170126,BTC,Put,94800,170126,2026-01-17T08:30:00,-0.29,SELL,OPEN,10,2.2,22.0,0,0,0,0,0,0,0,0,4.0,-6.0,0,7.3,0,0,neutral,medium,20.0,90.9090909090909,20.636276621666664,,,closed,manual_add,,
2026-01-17T15:21:42.590348,T000036,P-BTC-94800-170126,BTC,Put,94800,170126,2026-01-17T08:30:00,-0.29,SELL,OPEN,10,2.0,20.0,0,0,0,0,0,0,0,0,4.0,-6.0,0,7.3,0,0,neutral,medium,18.0,90.0,20.628096968333335,,,closed,manual_add,,
2026-01-17T15:22:53.004851,T000037,P-BTC-94800-170126,BTC,Put,94800,170126,2026-01-17T08:30:00,-0.29,SELL,OPEN,10,2.2,22.0,0,0,0,0,0,0,0,0,-16.0,-26.0,0,3.3,0,0,neutral,medium,20.0,90.9090909090909,20.608537384166667,,,closed,manual_add,,
2026-01-17T15:23:12.809662,T000038,P-BTC-94800-170126,BTC,Put,94800,170126,2026-01-17T08:30:00,-0.29,SELL,OPEN,10,2.2,22.0,0,0,0,0,0,0,0,0,-26.0,-36.0,0,2.9944444444444445,0,0,neutral,medium,20.0,90.9090909090909,20.603036047777778,,,closed,manual_add,,
2026-01-17T15:42:39.791095,T000039,C-BTC-95600-170126,BTC,Call,95600,170126,2026-01-17T08:30:00,-0.3,SELL,OPEN,20,1.8,36.0,0,0,0,0,0,0,0,0,10.0,-10.0,0,7.7,0,0,neutral,medium,1.6,88.8888888888889,20.27888163861111,,,closed,manual_add,,
2026-01-17T15:42:58.034674,T000040,C-BTC-95600-170126,BTC,Call,95600,170126,2026-01-17T08:30:00,-0.3,SELL,OPEN,20,1.8,36.0,0,0,0,0,0,0,0,0,-10.0,-30.0,0,3.7666666666666666,0,0,neutral,medium,1.6,88.8888888888889,20.273813977777777,,,closed,manual_add,,
2026-01-17T15:49:59.140441,T000041,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.31,SELL,OPEN,1,34.5,34.5,0,0,0,0,0,0,0,0,-1.0,-2.0,0,33.75,0,0,neutral,medium,34.5,100.0,20.156825515277777,,,closed,manual_add,,
2026-01-17T15:52:25.176434,T000042,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.31,SELL,OPEN,1,40.6,40.6,0,0,0,0,0,0,0,0,0.0,-1.0,0,84.0,0,0,neutral,medium,-56.020689655190004,-137.9819942246059,20.116260242777777,,,closed,manual_add,,
2026-01-17T16:00:18.475374,T000043,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.31,SELL,OPEN,1,11.3,11.3,0,0,0,0,0,0,0,0,-2.0,-3.0,0,28.166666666666664,0,0,neutral,medium,11.3,100.0,19.984788033888886,,,closed,manual_add,,
2026-01-17T16:02:07.890875,T000044,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.31,SELL,OPEN,1,12.5,12.5,0,0,0,0,0,0,0,0,-3.0,-4.0,0,24.25,0,0,neutral,medium,12.5,100.0,19.954394839166667,,,closed,manual_add,,
2026-01-17T16:16:23.451123,T000045,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.32,SELL,OPEN,10,13.3,133.0,0,0,0,0,0,0,0,0,8.0,-2.0,0,62.3,0,0,neutral,medium,-833.2068965519001,-626.4713507909023,19.716739495833334,,,closed,manual_add,,
2026-01-17T16:23:48.533583,T000046,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.33,SELL,OPEN,10,10.0,100.0,0,0,0,0,0,0,0,0,-2.0,-12.0,0,21.466666666666665,0,0,neutral,medium,-866.2068965519001,-866.2068965519002,19.593105479166667,,,closed,manual_add,,
2026-01-17T16:29:43.571217,T000047,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.33,SELL,OPEN,10,12.4,124.0,0,0,0,0,0,0,0,0,-22.0,-32.0,0,15.05,0,0,neutral,medium,-842.2068965519,-679.1991101225,19.49448391416667,,,closed,manual_add,,
2026-01-17T16:30:41.720934,T000048,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.33,SELL,OPEN,10,11.5,115.0,0,0,0,0,0,0,0,0,-22.0,-32.0,0,15.05,0,0,neutral,medium,-851.2068965519001,-740.1799100451304,19.478331214999997,,,closed,manual_add,,
2026-01-17T16:31:28.651426,T000049,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.33,SELL,OPEN,10,9.7,97.0,0,0,0,0,0,0,0,0,-42.0,-52.0,0,13.338461538461535,0,0,neutral,medium,-869.2068965519001,-896.0895840741238,19.46529496722222,,,closed,manual_add,,
2026-01-17T16:32:09.554078,T000050,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.33,SELL,OPEN,10,9.7,97.0,0,0,0,0,0,0,0,0,-52.0,-62.0,0,12.751612903225809,0,0,neutral,medium,-869.2068965519001,-896.0895840741238,19.453933119444446,,,closed,manual_add,,
2026-01-17T16:33:06.095061,T000051,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.34,SELL,OPEN,10,9.3,93.0,0,0,0,0,0,0,0,0,-62.0,-72.0,0,12.272222222222222,0,0,neutral,medium,-873.2068965519001,-938.9321468300001,19.438227290833336,,,closed,manual_add,,
2026-01-17T16:37:47.933312,T000052,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.34,SELL,OPEN,10,7.5,75.0,0,0,0,0,0,0,0,0,-62.0,-72.0,0,12.272222222222222,0,0,neutral,medium,-891.2068965519001,-1188.2758620692,19.359938887777776,,,closed,manual_add,,
2026-01-17T16:38:27.670940,T000053,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.34,SELL,OPEN,10,4.2,42.0,0,0,0,0,0,0,0,0,-82.0,-92.0,0,10.87608695652174,0,0,neutral,medium,-924.2068965519001,-2200.4926108378572,19.348900657777776,,,closed,manual_add,,
2026-01-17T16:38:51.776738,T000054,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.34,SELL,OPEN,10,5.0,50.0,0,0,0,0,0,0,0,0,-82.0,-92.0,0,10.87608695652174,0,0,neutral,medium,-916.2068965519001,-1832.4137931038003,19.34220460277778,,,closed,manual_add,,
2026-01-17T16:39:21.597995,T000055,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.34,SELL,OPEN,10,5.0,50.0,0,0,0,0,0,0,0,0,-102.0,-112.0,0,9.826785714285714,0,0,neutral,medium,-916.2068965519001,-1832.4137931038003,19.333920920277777,,,closed,manual_add,,
2026-01-17T16:39:32.811964,T000056,C-BTC-95200-170126,BTC,Call,95200,170126,2026-01-17T08:30:00,-0.34,SELL,OPEN,10,5.5,55.0,0,0,0,0,0,0,0,0,-112.0,-122.0,0,9.472131147540985,0,0,neutral,medium,-911.2068965519001,-1656.7398119125457,19.33080592888889,,,closed,manual_add,,
2026-01-17T16:45:49.583247,T000057,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.34,SELL,OPEN,1,65.0,65.0,0,0,0,0,0,0,0,0,-3.0,-4.0,0,24.25,0,0,neutral,medium,65.0,100.0,19.226146958055555,,,closed,manual_add,,
2026-01-17T16:51:20.205837,T000058,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,1,37.0,37.0,0,0,0,0,0,0,0,0,-4.0,-5.0,0,32.4,0,0,neutral,medium,37.0,100.0,19.13430734972222,,,closed,manual_add,,
2026-01-17T16:51:27.713461,T000059,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,5,35.5,177.5,0,0,0,0,0,0,0,0,-1.0,-6.0,0,33.166666666666664,0,0,neutral,medium,177.5,100.0,19.132221898611114,,,closed,manual_add,,
2026-01-17T16:52:14.156622,T000060,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,5,32.0,160.0,0,0,0,0,0,0,0,0,-6.0,-11.0,0,34.22727272727273,0,0,neutral,medium,160.0,100.0,19.119321020555557,,,closed,manual_add,,
2026-01-17T16:52:32.205056,T000061,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,5,28.0,140.0,0,0,0,0,0,0,0,0,-6.0,-11.0,0,34.22727272727273,0,0,neutral,medium,140.0,100.0,19.114307566666668,,,closed,manual_add,,
2026-01-17T16:53:01.766102,T000062,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,10,24.8,248.0,0,0,0,0,0,0,0,0,-11.0,-21.0,0,30.690476190476193,0,0,neutral,medium,248.0,100.0,19.106096165,,,closed,manual_add,,
2026-01-17T16:53:37.649052,T000063,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,10,18.5,185.0,0,0,0,0,0,0,0,0,-21.0,-31.0,0,28.79032258064516,0,0,neutral,medium,185.0,100.0,19.09612867888889,,,closed,manual_add,,
2026-01-17T16:53:47.622044,T000064,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,10,17.0,170.0,0,0,0,0,0,0,0,0,-31.0,-41.0,0,26.28048780487805,0,0,neutral,medium,170.0,100.0,19.093358403333333,,,closed,manual_add,,
2026-01-17T16:53:56.238900,T000065,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,17.5,350.0,0,0,0,0,0,0,0,0,-21.0,-41.0,0,26.28048780487805,0,0,neutral,medium,350.0,100.0,19.090964832222223,,,closed,manual_add,,
2026-01-17T16:54:15.756012,T000066,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,15.8,316.0,0,0,0,0,0,0,0,0,-71.0,-91.0,0,21.071428571428573,0,0,neutral,medium,316.0,100.0,19.085543412222222,,,closed,manual_add,,
2026-01-17T16:55:29.615209,T000067,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,18.5,370.0,0,0,0,0,0,0,0,0,-91.0,-111.0,0,20.60810810810811,0,0,neutral,medium,370.0,100.0,19.06502696861111,,,closed,manual_add,,
2026-01-17T16:56:00.884583,T000068,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,18.5,370.0,0,0,0,0,0,0,0,0,-91.0,-111.0,0,20.60810810810811,0,0,neutral,medium,370.0,100.0,19.05634103138889,,,closed,manual_add,,
2026-01-17T16:56:18.687493,T000069,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,17.2,344.0,0,0,0,0,0,0,0,0,-111.0,-131.0,0,20.28625954198473,0,0,neutral,medium,344.0,100.0,19.05139577861111,,,closed,manual_add,,
2026-01-17T16:56:48.065602,T000070,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,16.0,320.0,0,0,0,0,0,0,0,0,-151.0,-171.0,0,19.423976608187136,0,0,neutral,medium,320.0,100.0,19.043235192777775,,,closed,manual_add,,
2026-01-17T16:57:00.194195,T000071,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,14.5,290.0,0,0,0,0,0,0,0,0,-156.0,-176.0,0,19.78125,0,0,neutral,medium,290.0,100.0,19.039866139166666,,,closed,manual_add,,
2026-01-17T16:57:11.823386,T000072,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,14.3,286.0,0,0,0,0,0,0,0,0,-196.0,-216.0,0,18.784722222222225,0,0,neutral,medium,286.0,100.0,19.036635808333333,,,closed,manual_add,,
2026-01-17T16:57:22.166766,T000073,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,13.8,276.0,0,0,0,0,0,0,0,0,-216.0,-236.0,0,18.36228813559322,0,0,neutral,medium,276.0,100.0,19.033762647222222,,,closed,manual_add,,
2026-01-17T16:57:33.808054,T000074,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,13.7,274.0,0,0,0,0,0,0,0,0,-216.0,-236.0,0,18.36228813559322,0,0,neutral,medium,274.0,100.0,19.030528956111112,,,closed,manual_add,,
2026-01-17T16:57:56.847316,T000075,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,11.5,230.0,0,0,0,0,0,0,0,0,-236.0,-256.0,0,17.826171875,0,0,neutral,medium,230.0,100.0,19.024129161111112,,,closed,manual_add,,
2026-01-17T16:58:09.545293,T000076,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,20,10.2,204.0,0,0,0,0,0,0,0,0,-256.0,-276.0,0,17.27355072463768,0,0,neutral,medium,204.0,100.0,19.020601945277775,,,closed,manual_add,,
2026-01-17T16:58:17.700418,T000077,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,10.2,510.0,0,0,0,0,0,0,0,0,-276.0,-326.0,0,16.188650306748468,0,0,neutral,medium,509.99999999999994,100.0,19.01833663277778,,,closed,manual_add,,
2026-01-17T16:58:27.107890,T000078,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,10.7,535.0,0,0,0,0,0,0,0,0,-326.0,-376.0,0,15.45877659574468,0,0,neutral,medium,535.0,100.0,19.01572344611111,,,closed,manual_add,,
2026-01-17T16:58:40.924173,T000079,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,10.5,525.0,0,0,0,0,0,0,0,0,-326.0,-376.0,0,15.45877659574468,0,0,neutral,medium,525.0,100.0,19.011885589722223,,,closed,manual_add,,
2026-01-17T16:59:00.574668,T000080,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,6.9,345.0,0,0,0,0,0,0,0,0,-326.0,-376.0,0,15.45877659574468,0,0,neutral,medium,345.0,100.0,19.006427118888887,,,closed,manual_add,,
2026-01-17T16:59:12.158679,T000081,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,5.5,275.0,0,0,0,0,0,0,0,0,-378.0,-428.0,0,14.2553738317757,0,0,neutral,medium,275.0,100.0,19.003209338055555,,,closed,manual_add,,
2026-01-17T16:59:25.633315,T000082,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,8.8,440.0,0,0,0,0,0,0,0,0,-496.0,-546.0,0,13.244505494505496,0,0,neutral,medium,440.00000000000006,100.0,18.99946638361111,,,closed,manual_add,,
2026-01-17T16:59:40.283786,T000083,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,3.9,195.0,0,0,0,0,0,0,0,0,-546.0,-596.0,0,12.460570469798656,0,0,neutral,medium,195.0,100.0,18.995396808333332,,,closed,manual_add,,
2026-01-17T16:59:50.663402,T000084,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,5.0,250.0,0,0,0,0,0,0,0,0,-596.0,-646.0,0,11.88312693498452,0,0,neutral,medium,250.0,100.0,18.992513581666667,,,closed,manual_add,,
2026-01-17T17:00:07.317061,T000085,P-BTC-95200-170126,BTC,Put,95200,170126,2026-01-17T08:30:00,-0.35,SELL,OPEN,50,3.6,180.0,0,0,0,0,0,0,0,0,-646.0,-696.0,0,11.460488505747126,0,0,neutral,medium,180.0,100.0,18.987887565277777,,,closed,manual_add,,
