timestamp,open_positions,total_pnl_usd,total_pnl_inr,risk_percent,avg_margin_ratio,min_margin_ratio,positions_at_risk,overall_liq_risk,status
2025-10-12T01:12:05.738261,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T01:17:15.446206,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T01:26:40.282927,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T01:44:35.483563,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T01:50:19.310608,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T01:55:28.488976,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:00:36.275032,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:05:42.221006,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:10:49.598163,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:15:57.298484,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:21:04.232929,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:26:12.598153,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:31:20.286056,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:36:28.327354,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:41:36.503941,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:46:44.293553,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:51:52.477016,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T02:57:00.515481,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T03:02:08.427606,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T03:07:14.651376,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T03:12:21.321287,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T03:17:28.396650,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T03:22:36.407927,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T03:27:44.185559,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-12T03:32:52.579958,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
