timestamp,time,total_pnl,unrealized_pnl,position_count
2025-11-03T00:47:02.712018,00:47:02,9731.45,9731.45,3
2025-11-03T00:47:14.514424,00:47:14,9742.57,9742.57,3
2025-11-03T00:47:26.317584,00:47:26,9746.06,9746.06,3
2025-11-03T00:47:38.520785,00:47:38,9744.18,9744.18,3
2025-11-03T00:47:50.399023,00:47:50,9749.8,9749.8,3
2025-11-03T00:48:02.498330,00:48:02,9755.66,9755.66,3
2025-11-03T00:48:14.572816,00:48:14,9744.61,9744.61,3
2025-11-03T00:48:26.404165,00:48:26,9746.69,9746.69,3
2025-11-03T00:48:38.286406,00:48:38,9747.07,9747.07,3
2025-11-03T00:48:50.456146,00:48:50,9748.6,9748.6,3
2025-11-03T00:49:02.690096,00:49:02,9743.1,9743.1,3
2025-11-03T00:49:14.508420,00:49:14,9739.85,9739.85,3
2025-11-03T00:49:26.347805,00:49:26,9737.9,9737.9,3
2025-11-03T00:49:38.429997,00:49:38,9732.04,9732.04,3
2025-11-03T00:49:50.570300,00:49:50,9733.31,9733.31,3
2025-11-03T00:50:02.368500,00:50:02,9732.74,9732.74,3
2025-11-03T00:50:14.614725,00:50:14,9730.09,9730.09,3
2025-11-03T00:50:26.576334,00:50:26,9716.61,9716.61,3
2025-11-03T00:50:38.449763,00:50:38,9714.03,9714.03,3
2025-11-03T00:50:50.370820,00:50:50,9693.56,9693.56,3
2025-11-03T00:51:02.510501,00:51:02,9692.53,9692.53,3
2025-11-03T00:51:14.630928,00:51:14,9686.47,9686.47,3
2025-11-03T00:51:26.565119,00:51:26,9686.75,9686.75,3
2025-11-03T00:51:38.468247,00:51:38,9685.88,9685.88,3
2025-11-03T00:51:50.325004,00:51:50,9685.31,9685.31,3
2025-11-03T00:52:02.440832,00:52:02,9684.21,9684.21,3
2025-11-03T00:52:14.537494,00:52:14,9692.33,9692.33,3
2025-11-03T00:52:26.407575,00:52:26,9701.78,9701.78,3
2025-11-03T00:52:38.301748,00:52:38,9697.29,9697.29,3
2025-11-03T00:52:50.501021,00:52:50,9701.12,9701.12,3
2025-11-03T00:53:02.653641,00:53:02,9704.56,9704.56,3
2025-11-03T00:53:14.468586,00:53:14,9706.53,9706.53,3
2025-11-03T00:53:26.273639,00:53:26,9706.92,9706.92,3
2025-11-03T00:53:38.449948,00:53:38,9706.57,9706.57,3
2025-11-03T00:53:50.329689,00:53:50,9705.09,9705.09,3
2025-11-03T00:54:02.119691,00:54:02,9707.76,9707.76,3
2025-11-03T00:54:13.987713,00:54:13,9710.99,9710.99,3
2025-11-03T00:54:25.498387,00:54:25,9711.7,9711.7,3
2025-11-03T00:54:37.292176,00:54:37,9709.3,9709.3,3
2025-11-03T00:54:49.165211,00:54:49,9707.58,9707.58,3
2025-11-03T00:55:00.718822,00:55:00,9707.1,9707.1,3
2025-11-03T00:55:12.296427,00:55:12,9707.77,9707.77,3
2025-11-03T00:55:24.358733,00:55:24,9704.18,9704.18,3
2025-11-03T00:55:36.480882,00:55:36,9704.22,9704.22,3
2025-11-03T00:55:48.619775,00:55:48,9702.73,9702.73,3
2025-11-03T00:56:00.428389,00:56:00,9697.88,9697.88,3
2025-11-03T00:56:12.356462,00:56:12,9698.45,9698.45,3
2025-11-03T00:56:24.534477,00:56:24,9699.32,9699.32,3
2025-11-03T00:56:36.634963,00:56:36,9695.81,9695.81,3
2025-11-03T00:56:48.486552,00:56:48,9695.47,9695.47,3
2025-11-03T00:57:00.419368,00:57:00,9679.33,9679.33,3
2025-11-03T00:57:12.220651,00:57:12,9673.62,9673.62,3
2025-11-03T00:57:24.299199,00:57:24,9659.31,9659.31,3
2025-11-03T00:57:36.121687,00:57:36,9648.38,9648.38,3
2025-11-03T00:57:47.789396,00:57:47,9647.89,9647.89,3
2025-11-03T00:57:59.280660,00:57:59,9648.06,9648.06,3
2025-11-03T00:58:11.121262,00:58:11,9603.1,9603.1,3
2025-11-03T00:58:22.909339,00:58:22,9602.95,9602.95,3
2025-11-03T00:58:34.751027,00:58:34,9571.21,9571.21,3
2025-11-03T00:58:46.583547,00:58:46,9572.51,9572.51,3
2025-11-03T00:58:58.406851,00:58:58,9528.43,9528.43,3
2025-11-03T00:59:10.264099,00:59:10,9528.6,9528.6,3
2025-11-03T00:59:21.849777,00:59:21,9516.5,9516.5,3
2025-11-03T00:59:33.398705,00:59:33,9510.16,9510.16,3
2025-11-03T00:59:45.523663,00:59:45,9508.86,9508.86,3
2025-11-03T00:59:57.320475,00:59:57,9508.32,9508.32,3
2025-11-03T01:00:09.406743,01:00:09,9516.85,9516.85,3
2025-11-03T01:00:21.534026,01:00:21,9516.7,9516.7,3
2025-11-03T01:00:33.537696,01:00:33,9517.31,9517.31,3
2025-11-03T01:00:45.623806,01:00:45,9536.75,9536.75,3
2025-11-03T01:00:57.480295,01:00:57,9534.18,9534.18,3
2025-11-03T01:01:09.432844,01:01:09,9541.17,9541.17,3
2025-11-03T01:01:21.575244,01:01:21,9564.29,9564.29,3
2025-11-03T01:01:33.580322,01:01:33,9574.62,9574.62,3
2025-11-03T01:01:45.420527,01:01:45,9591.56,9591.56,3
2025-11-03T01:01:57.565756,01:01:57,9605.35,9605.35,3
2025-11-03T01:02:09.373894,01:02:09,9614.18,9614.18,3
2025-11-03T01:02:21.181559,01:02:21,9616.2,9616.2,3
2025-11-03T01:02:33.074128,01:02:33,9617.69,9617.69,3
2025-11-03T01:02:44.639582,01:02:44,9621.01,9621.01,3
2025-11-03T01:02:56.521465,01:02:56,9618.62,9618.62,3
2025-11-03T01:03:08.387063,01:03:08,9616.34,9616.34,3
2025-11-03T01:03:20.303146,01:03:20,9619.96,9619.96,3
2025-11-03T01:03:32.271284,01:03:32,9621.78,9621.78,3
2025-11-03T01:03:44.462000,01:03:44,9623.64,9623.64,3
2025-11-03T01:03:56.424992,01:03:56,9633.69,9633.69,3
2025-11-03T01:04:08.263119,01:04:08,9645.34,9645.34,3
2025-11-03T01:04:20.440515,01:04:20,9686.2,9686.2,3
2025-11-03T01:04:32.668920,01:04:32,9694.37,9694.37,3
2025-11-03T01:04:44.539910,01:04:44,9687.31,9687.31,3
2025-11-03T01:04:56.451013,01:04:56,9683.94,9683.94,3
2025-11-03T01:05:08.541382,01:05:08,9697.11,9697.11,3
2025-11-03T01:05:20.389618,01:05:20,9702.9,9702.9,3
2025-11-03T01:05:32.475563,01:05:32,9688.41,9688.41,3
2025-11-03T01:05:44.602692,01:05:44,9696.81,9696.81,3
2025-11-03T01:05:56.406754,01:05:56,9687.9,9687.9,3
2025-11-03T01:06:08.486613,01:06:08,9667.03,9667.03,3
