timestamp,time,total_pnl,unrealized_pnl,position_count
2025-11-14T08:18:45.387360,08:18:45,3153.71,3153.71,3
2025-11-14T08:18:57.768204,08:18:57,3103.23,3103.23,3
2025-11-14T08:19:10.494846,08:19:10,2998.97,2998.97,3
2025-11-14T08:19:23.285921,08:19:23,2964.38,2964.38,3
2025-11-14T08:19:35.827244,08:19:35,2855.65,2855.65,3
2025-11-14T08:19:48.313944,08:19:48,2899.24,2899.24,3
2025-11-14T08:20:00.746113,08:20:00,2933.71,2933.71,3
2025-11-14T08:20:13.520908,08:20:13,3046.59,3046.59,3
2025-11-14T08:20:25.870045,08:20:25,3145.87,3145.87,3
2025-11-14T08:20:38.220971,08:20:38,3145.74,3145.74,3
2025-11-14T08:20:50.517697,08:20:50,3185.61,3185.61,3
2025-11-14T08:21:02.932816,08:21:02,3306.36,3306.36,3
2025-11-14T08:21:15.460879,08:21:15,3325.82,3325.82,3
2025-11-14T08:21:27.913456,08:21:27,3432.22,3432.22,3
2025-11-14T08:21:40.406127,08:21:40,3401.95,3401.95,3
2025-11-14T08:21:52.731805,08:21:52,3426.75,3426.75,3
2025-11-14T08:22:05.233623,08:22:05,3352.47,3352.47,3
2025-11-14T08:22:17.604151,08:22:17,3402.56,3402.56,3
2025-11-14T08:22:30.037913,08:22:30,3372.17,3372.17,3
2025-11-14T08:22:44.383129,08:22:44,3369.84,3369.84,3
2025-11-14T08:22:56.711536,08:22:56,3334.72,3334.72,3
2025-11-14T08:23:08.870523,08:23:08,3217.55,3217.55,3
2025-11-14T08:23:21.233011,08:23:21,3212.59,3212.59,3
2025-11-14T08:23:33.502109,08:23:33,3265.71,3265.71,3
2025-11-14T08:23:45.922283,08:23:45,3207.08,3207.08,3
2025-11-14T08:23:58.638097,08:23:58,3190.5,3190.5,3
2025-11-14T08:24:11.377159,08:24:11,3162.27,3162.27,3
2025-11-14T08:24:24.163732,08:24:24,3173.04,3173.04,3
2025-11-14T08:24:36.350919,08:24:36,3193.93,3193.93,3
2025-11-14T08:24:48.834485,08:24:48,3212.35,3212.35,3
2025-11-14T08:25:01.285168,08:25:01,3235.64,3235.64,3
2025-11-14T08:25:13.692464,08:25:13,3255.42,3255.42,3
2025-11-14T08:25:26.001868,08:25:26,3230.31,3230.31,3
2025-11-14T08:25:38.744127,08:25:38,3206.31,3206.31,3
2025-11-14T08:25:50.972803,08:25:50,3219.08,3219.08,3
2025-11-14T08:26:03.528760,08:26:03,3248.02,3248.02,3
2025-11-14T08:26:15.590226,08:26:15,3244.48,3244.48,3
2025-11-14T08:26:27.845532,08:26:27,3242.02,3242.02,3
2025-11-14T08:26:40.208080,08:26:40,3314.95,3314.95,3
2025-11-14T08:26:52.328945,08:26:52,3281.41,3281.41,3
2025-11-14T08:27:04.630379,08:27:04,3223.07,3223.07,3
2025-11-14T08:27:16.943422,08:27:16,3210.12,3210.12,3
2025-11-14T08:27:28.957470,08:27:28,3156.44,3156.44,3
2025-11-14T08:27:41.469902,08:27:41,3145.35,3145.35,3
2025-11-14T08:27:53.836949,08:27:53,3165.66,3165.66,3
2025-11-14T08:28:06.079879,08:28:06,3198.07,3198.07,3
2025-11-14T08:28:18.156644,08:28:18,3163.71,3163.71,3
2025-11-14T08:28:30.598177,08:28:30,3195.25,3195.25,3
2025-11-14T08:28:43.049915,08:28:43,3224.05,3224.05,3
2025-11-14T08:28:55.117788,08:28:55,3227.31,3227.31,3
2025-11-14T08:29:07.427745,08:29:07,3266.88,3266.88,3
2025-11-14T08:29:19.841783,08:29:19,3221.47,3221.47,3
2025-11-14T08:29:32.465053,08:29:32,3227.03,3227.03,3
2025-11-14T08:29:44.766031,08:29:44,3198.88,3198.88,3
2025-11-14T08:29:57.321561,08:29:57,3191.17,3191.17,3
2025-11-14T08:30:09.471301,08:30:09,3223.14,3223.14,3
2025-11-14T08:30:24.299246,08:30:24,3192.57,3192.57,3
2025-11-14T08:30:36.462510,08:30:36,3192.98,3192.98,3
2025-11-14T08:30:48.718225,08:30:48,3221.52,3221.52,3
2025-11-14T08:31:01.317027,08:31:01,3233.79,3233.79,3
2025-11-14T08:31:13.284524,08:31:13,3230.33,3230.33,3
2025-11-14T08:31:25.718760,08:31:25,3248.0,3248.0,3
2025-11-14T08:31:37.888205,08:31:37,3148.98,3148.98,3
2025-11-14T08:31:50.184605,08:31:50,3107.03,3107.03,3
2025-11-14T08:32:02.714176,08:32:02,2978.63,2978.63,3
2025-11-14T08:32:15.599893,08:32:15,2902.92,2902.92,3
2025-11-14T08:32:29.096757,08:32:29,2883.73,2883.73,3
2025-11-14T08:32:42.624721,08:32:42,2815.38,2815.38,3
2025-11-14T08:32:55.846727,08:32:55,2745.75,2745.75,3
2025-11-14T08:33:08.924218,08:33:08,2669.05,2669.05,3
2025-11-14T08:33:22.300066,08:33:22,2750.38,2750.38,3
2025-11-14T08:33:35.445057,08:33:35,2871.92,2871.92,3
2025-11-14T08:33:48.857715,08:33:48,2831.62,2831.62,3
2025-11-14T08:34:01.105435,08:34:01,2832.17,2832.17,3
2025-11-14T08:34:13.286897,08:34:13,2743.94,2743.94,3
2025-11-14T08:34:25.540560,08:34:25,2808.84,2808.84,3
