timestamp,time,total_pnl,unrealized_pnl,position_count
2025-11-02T00:00:03.626284,00:00:03,9850.01,9850.01,3
2025-11-02T00:00:15.187676,00:00:15,9832.39,9832.39,3
2025-11-02T00:00:27.036977,00:00:27,9836.07,9836.07,3
2025-11-02T00:00:38.857531,00:00:38,9835.92,9835.92,3
2025-11-02T00:00:50.761803,00:00:50,9836.54,9836.54,3
2025-11-02T00:01:02.630569,00:01:02,9837.39,9837.39,3
2025-11-02T00:01:14.241523,00:01:14,9838.67,9838.67,3
2025-11-02T00:01:25.799317,00:01:25,9838.81,9838.81,3
2025-11-02T00:01:37.378352,00:01:37,9859.03,9859.03,3
2025-11-02T00:01:49.253261,00:01:49,9858.91,9858.91,3
2025-11-02T00:02:00.858252,00:02:00,9851.8,9851.8,3
2025-11-02T00:02:12.453735,00:02:12,9851.58,9851.58,3
2025-11-02T00:02:24.351850,00:02:24,9852.18,9852.18,3
2025-11-02T00:02:36.232106,00:02:36,9837.83,9837.83,3
2025-11-02T00:02:48.365867,00:02:48,9838.62,9838.62,3
2025-11-02T00:02:59.973475,00:02:59,9847.91,9847.91,3
2025-11-02T00:03:12.173265,00:03:12,9858.63,9858.63,3
2025-11-02T00:03:23.808640,00:03:23,9861.39,9861.39,3
2025-11-02T00:03:35.747795,00:03:35,9869.52,9869.52,3
2025-11-02T00:03:47.686566,00:03:47,9873.23,9873.23,3
2025-11-02T00:03:59.642384,00:03:59,9867.03,9867.03,3
2025-11-02T00:04:11.517363,00:04:11,9859.62,9859.62,3
2025-11-02T00:04:23.352265,00:04:23,9857.64,9857.64,3
2025-11-02T00:04:35.495223,00:04:35,9857.32,9857.32,3
2025-11-02T00:04:47.432474,00:04:47,9858.0,9858.0,3
2025-11-02T00:04:59.645290,00:04:59,9857.13,9857.13,3
2025-11-02T00:05:11.521994,00:05:11,9855.05,9855.05,3
2025-11-02T00:05:23.364864,00:05:23,9850.42,9850.42,3
2025-11-02T00:05:35.294116,00:05:35,9849.23,9849.23,3
2025-11-02T00:05:47.165828,00:05:47,9848.73,9848.73,3
2025-11-02T00:05:59.024202,00:05:59,9851.12,9851.12,3
2025-11-02T00:06:10.637047,00:06:10,9848.75,9848.75,3
2025-11-02T00:06:22.203231,00:06:22,9849.56,9849.56,3
2025-11-02T00:06:34.342006,00:06:34,9848.75,9848.75,3
2025-11-02T00:06:46.200799,00:06:46,9848.61,9848.61,3
2025-11-02T00:06:58.486395,00:06:58,9847.66,9847.66,3
2025-11-02T00:07:10.411232,00:07:10,9844.22,9844.22,3
2025-11-02T00:07:22.575580,00:07:22,9845.82,9845.82,3
2025-11-02T00:07:34.500099,00:07:34,9846.97,9846.97,3
2025-11-02T00:07:46.344327,00:07:46,9854.15,9854.15,3
2025-11-02T00:07:58.511755,00:07:58,9849.58,9849.58,3
2025-11-02T00:08:10.366117,00:08:10,9850.6,9850.6,3
2025-11-02T00:08:22.622437,00:08:22,9852.2,9852.2,3
2025-11-02T00:08:34.500139,00:08:34,9853.19,9853.19,3
