timestamp,time,total_pnl,unrealized_pnl,position_count
2025-10-29T00:00:00,00:00:00,100.5,50.25,2
2025-10-29T00:05:00,00:05:00,150.75,75.5,3
2025-10-29T00:10:00,00:10:00,200.0,100.0,3
2025-10-29T01:23:20.770903,01:23:20,10404.95,884420.64,3
2025-10-29T01:23:32.571163,01:23:32,10393.3,883430.59,3
2025-10-29T01:23:44.378818,01:23:44,10392.91,883397.46,3
2025-10-29T01:23:56.129450,01:23:56,10390.36,883180.42,3
2025-10-29T01:24:08.212942,01:24:08,10398.88,883904.75,3
2025-10-29T01:24:19.968915,01:24:19,10393.65,883460.02,3
2025-10-29T01:24:31.451455,01:24:31,10394.31,883516.29,3
2025-10-29T01:24:42.938118,01:24:42,10386.43,882846.52,3
2025-10-29T01:24:54.710374,01:24:54,10376.24,881980.48,3
2025-10-29T01:25:06.190770,01:25:06,10357.27,880368.33,3
2025-10-29T01:25:17.693377,01:25:17,10346.8,879478.19,3
2025-10-29T01:25:29.443884,01:25:29,10376.61,882011.91,3
2025-10-29T01:25:40.936060,01:25:40,10365.61,881077.17,3
2025-10-29T01:25:52.496004,01:25:52,10354.41,880125.17,3
2025-10-29T01:26:04.243983,01:26:04,10352.5,879962.87,3
2025-10-29T01:26:15.745296,01:26:15,10335.32,878502.29,3
2025-10-29T01:26:27.512140,01:26:27,10343.28,879178.84,3
2025-10-29T01:26:39.292577,01:26:39,10308.51,876223.57,3
2025-10-29T01:26:47.744286,01:26:47,10316.31,876886.76,3
2025-10-29T01:26:51.076858,01:26:51,10313.16,876618.49,3
2025-10-29T01:26:59.568806,01:26:59,10290.25,874671.65,3
2025-10-29T01:27:02.565065,01:27:02,10289.34,874593.54,3
2025-10-29T01:27:11.416012,01:27:11,10271.32,873062.46,3
2025-10-29T01:27:14.088852,01:27:14,10272.22,873138.52,3
2025-10-29T01:27:23.283704,01:27:23,10266.26,872632.44,3
2025-10-29T01:27:25.572756,01:27:25,10266.24,872630.11,3
2025-10-29T01:27:35.138513,01:27:35,10260.15,872112.48,3
2025-10-29T01:27:37.075766,01:27:37,10271.24,873055.35,3
2025-10-29T01:27:46.958717,01:27:46,10271.63,873088.26,3
2025-10-29T01:27:49.174651,01:27:49,10269.09,872872.94,3
2025-10-29T01:27:58.793336,01:27:58,10285.05,874229.61,3
2025-10-29T01:28:01.060886,01:28:01,10285.85,874296.88,3
2025-10-29T01:28:10.631398,01:28:10,10259.65,872070.51,3
2025-10-29T01:28:12.570685,01:28:12,10264.99,872524.08,3
2025-10-29T01:28:22.156819,01:28:22,10265.0,872524.69,3
2025-10-29T01:28:24.164574,01:28:24,10269.12,872875.44,3
2025-10-29T01:28:33.955770,01:28:33,10271.76,873099.26,3
2025-10-29T01:28:35.677155,01:28:35,10271.48,873075.71,3
2025-10-29T01:28:45.828441,01:28:45,10283.85,874127.45,3
2025-10-29T01:28:47.502412,01:28:47,10276.95,873540.71,3
2025-10-29T01:28:57.689918,01:28:57,10283.07,874060.65,3
2025-10-29T01:28:59.080552,01:28:59,10297.68,875302.69,3
2025-10-29T01:29:09.881609,01:29:09,10303.35,875784.98,3
2025-10-29T01:29:10.586930,01:29:10,10304.12,875850.28,3
2025-10-29T01:29:21.985313,01:29:21,10294.32,875017.02,3
2025-10-29T01:29:22.206286,01:29:22,10294.3,875015.18,3
2025-10-29T01:29:33.561771,01:29:33,10289.33,874592.8,3
2025-10-29T01:29:33.790258,01:29:33,10294.45,875028.46,3
2025-10-29T01:29:45.494209,01:29:45,10302.23,875689.97,3
2025-10-29T01:29:46.222082,01:29:46,10302.38,875701.95,3
2025-10-29T01:29:57.316970,01:29:57,10312.26,876542.26,3
2025-10-29T01:29:58.016709,01:29:58,10301.81,875654.24,3
2025-10-29T01:30:09.459160,01:30:09,10271.77,873100.23,3
2025-10-29T01:30:09.828253,01:30:09,10273.28,873228.92,3
2025-10-29T01:30:21.592316,01:30:21,10299.15,875428.01,3
2025-10-29T01:30:21.917415,01:30:21,10298.98,875413.34,3
2025-10-29T01:30:33.452872,01:30:33,10287.06,874400.03,3
2025-10-29T01:30:33.483242,01:30:33,10286.95,874391.0,3
2025-10-29T01:30:45.248678,01:30:45,10268.69,872838.74,3
2025-10-29T01:30:45.316527,01:30:45,10267.86,872767.93,3
2025-10-29T01:30:57.294100,01:30:57,10254.52,871634.3,3
2025-10-29T01:30:57.395051,01:30:57,10256.4,871794.07,3
2025-10-29T01:31:09.744852,01:31:09,10247.42,871030.89,3
2025-10-29T01:31:09.868454,01:31:09,10247.35,871024.88,3
2025-10-29T01:31:21.314103,01:31:21,10215.09,868282.29,3
2025-10-29T01:31:21.614199,01:31:21,10215.01,868276.15,3
2025-10-29T01:31:33.171573,01:31:33,10220.02,868701.94,3
2025-10-29T01:31:33.421453,01:31:33,10220.02,868701.94,3
2025-10-29T01:31:44.809365,01:31:44,10220.36,868730.92,3
2025-10-29T01:31:45.549255,01:31:45,10223.95,869035.54,3
2025-10-29T01:31:56.652450,01:31:56,10254.04,871593.27,3
2025-10-29T01:31:57.628694,01:31:57,10247.65,871050.29,3
2025-10-29T01:32:09.073721,01:32:09,10244.1,870748.15,3
2025-10-29T01:32:09.744311,01:32:09,10226.91,869287.12,3
2025-10-29T01:32:21.252849,01:32:21,10217.76,868509.24,3
2025-10-29T01:32:21.818726,01:32:21,10215.64,868329.6,3
2025-10-29T01:32:33.416942,01:32:33,10217.76,868509.67,3
2025-10-29T01:32:34.282128,01:32:34,10217.77,868510.05,3
2025-10-29T01:32:44.993180,01:32:44,10198.97,866912.55,3
2025-10-29T01:32:46.491089,01:32:46,10203.09,867263.06,3
2025-10-29T01:32:56.877822,01:32:56,10213.43,868141.95,3
2025-10-29T01:32:58.318186,01:32:58,10216.35,868389.84,3
2025-10-29T01:33:08.466618,01:33:08,10207.92,867673.22,3
2025-10-29T01:33:10.183606,01:33:10,10210.17,867864.08,3
2025-10-29T01:33:20.019774,01:33:20,10201.72,867146.21,3
2025-10-29T01:33:21.732750,01:33:21,10197.95,866825.97,3
2025-10-29T01:33:31.616870,01:33:31,10198.11,866839.58,3
2025-10-29T01:33:33.616280,01:33:33,10208.08,867686.62,3
2025-10-29T01:33:43.491062,01:33:43,10211.82,868004.64,3
2025-10-29T01:33:45.423433,01:33:45,10212.41,868055.17,3
2025-10-29T01:33:55.389723,01:33:55,10209.42,867800.34,3
2025-10-29T01:33:57.231484,01:33:57,10211.78,868001.58,3
2025-10-29T01:34:07.183540,01:34:07,10197.98,866828.02,3
2025-10-29T01:34:08.801216,01:34:08,10200.41,867034.57,3
2025-10-29T01:34:19.078996,01:34:19,10196.02,866661.79,3
2025-10-29T01:34:20.726927,01:34:20,10196.58,866709.38,3
2025-10-29T01:34:30.650432,01:34:30,10197.65,866799.96,3
2025-10-29T01:34:32.533087,01:34:32,10197.45,866783.17,3
2025-10-29T01:34:42.258297,01:34:42,10193.56,866452.29,3
2025-10-29T01:34:44.113004,01:34:44,10193.34,866433.86,3
2025-10-29T01:34:53.871624,01:34:53,9979.55,848261.98,3
2025-10-29T01:34:55.909539,01:34:55,10055.85,854746.96,3
2025-10-29T01:35:05.746867,01:35:05,9957.28,846368.66,3
2025-10-29T01:35:07.426367,01:35:07,9911.0,842434.94,3
2025-10-29T01:35:17.451350,01:35:17,9914.23,842709.47,3
2025-10-29T01:35:19.238309,01:35:19,9919.4,843148.88,3
2025-10-29T01:35:29.286030,01:35:29,9991.29,849260.01,3
2025-10-29T01:35:30.858349,01:35:30,9995.46,849613.76,3
2025-10-29T01:35:40.818447,01:35:40,10006.27,850532.57,3
2025-10-29T01:35:42.450876,01:35:42,10048.43,854116.67,3
2025-10-29T01:35:53.038883,01:35:53,10053.64,854559.04,3
2025-10-29T01:35:54.369454,01:35:54,10054.9,854666.47,3
2025-10-29T01:36:04.626011,01:36:04,10002.48,850210.92,3
2025-10-29T01:36:06.257444,01:36:06,9984.17,848654.79,3
2025-10-29T01:36:16.748589,01:36:16,9971.44,847572.75,3
2025-10-29T01:36:17.865537,01:36:17,9981.49,848426.58,3
2025-10-29T01:36:28.321799,01:36:28,9956.21,846277.43,3
2025-10-29T01:36:30.364485,01:36:30,9917.98,843027.98,3
2025-10-29T01:36:39.892082,01:36:39,9862.59,838320.26,3
2025-10-29T01:36:41.914710,01:36:41,9882.67,840027.12,3
2025-10-29T01:36:51.440922,01:36:51,9941.05,844989.37,3
2025-10-29T01:36:53.471832,01:36:53,9925.2,843641.95,3
2025-10-29T01:37:03.312949,01:37:03,9869.27,838887.87,3
2025-10-29T01:37:05.363599,01:37:05,9878.11,839639.74,3
2025-10-29T01:37:15.457408,01:37:15,9924.11,843549.66,3
2025-10-29T01:37:16.871587,01:37:16,9912.04,842523.36,3
2025-10-29T01:37:27.296213,01:37:27,9904.08,841847.09,3
2025-10-29T01:37:29.046319,01:37:29,9912.04,842523.0,3
2025-10-29T01:37:39.179563,01:37:39,9902.96,841751.71,3
2025-10-29T01:37:40.595990,01:37:40,9904.65,841894.85,3
2025-10-29T01:37:50.792297,01:37:50,9937.49,844686.95,3
2025-10-29T01:37:52.156536,01:37:52,9933.89,844380.93,3
2025-10-29T01:38:02.330273,01:38:02,9935.96,844556.38,3
2025-10-29T01:38:03.686692,01:38:03,9940.7,844959.91,3
2025-10-29T01:38:14.138701,01:38:14,9949.88,845739.62,3
2025-10-29T01:38:15.548850,01:38:15,9938.18,844745.48,3
2025-10-29T01:38:26.035596,01:38:26,9915.4,842809.19,3
2025-10-29T01:38:27.385833,01:38:27,9918.07,843036.01,3
2025-10-29T01:38:37.589610,01:38:37,9890.46,840689.37,3
2025-10-29T01:38:39.223979,01:38:39,9882.26,839992.43,3
2025-10-29T01:38:49.465696,01:38:49,9911.46,842474.02,3
2025-10-29T01:38:51.041406,01:38:51,9921.81,843353.59,3
2025-10-29T01:39:01.321462,01:39:01,9859.81,838084.03,3
2025-10-29T01:39:02.585052,01:39:02,9868.28,838803.84,3
2025-10-29T01:39:13.492291,01:39:13,9825.96,835206.74,3
2025-10-29T01:39:14.178346,01:39:14,9825.84,835196.76,3
2025-10-29T01:39:25.316629,01:39:25,9836.07,836065.87,3
2025-10-29T01:39:26.087281,01:39:26,9826.2,835226.84,3
2025-10-29T01:39:37.284045,01:39:37,9863.37,838386.32,3
2025-10-29T01:39:38.254853,01:39:38,9865.25,838546.23,3
2025-10-29T01:39:49.166094,01:39:49,9919.6,843165.67,3
2025-10-29T01:39:49.852598,01:39:49,9918.09,843037.87,3
2025-10-29T01:40:01.601708,01:40:01,9941.14,844996.59,3
2025-10-29T01:40:01.953567,01:40:01,9941.37,845016.82,3
2025-10-29T01:40:13.458221,01:40:13,9945.04,845328.28,3
2025-10-29T01:40:13.907801,01:40:13,9965.15,847037.46,3
2025-10-29T01:40:25.732032,01:40:25,9964.47,846980.2,3
2025-10-29T01:40:26.128395,01:40:26,9968.01,847280.96,3
2025-10-29T01:40:37.603346,01:40:37,9935.28,844498.56,3
2025-10-29T01:40:38.514207,01:40:38,9941.07,844990.7,3
2025-10-29T01:40:49.738965,01:40:49,9936.8,844628.21,3
2025-10-29T01:40:50.310519,01:40:50,9936.73,844621.63,3
2025-10-29T01:41:01.600603,01:41:01,9944.41,845274.77,3
2025-10-29T01:41:01.924629,01:41:01,9943.11,845164.34,3
2025-10-29T01:41:13.996563,01:41:13,9942.25,845091.58,3
2025-10-29T01:41:14.344612,01:41:14,9942.14,845081.89,3
2025-10-29T01:41:26.109217,01:41:26,9929.19,843981.45,3
2025-10-29T01:41:26.509622,01:41:26,9929.37,843996.11,3
2025-10-29T01:41:38.246200,01:41:38,9902.91,841747.33,3
2025-10-29T01:41:38.637888,01:41:38,9902.91,841747.71,3
2025-10-29T01:41:50.072086,01:41:50,9913.08,842611.58,3
2025-10-29T01:41:50.477397,01:41:50,9920.79,843267.26,3
2025-10-29T01:42:01.873573,01:42:01,9875.91,839452.03,3
2025-10-29T01:42:02.405345,01:42:02,9878.65,839685.41,3
2025-10-29T01:42:13.453472,01:42:13,9818.49,834571.44,3
2025-10-29T01:42:14.285351,01:42:14,9815.47,834315.37,3
2025-10-29T01:42:25.006009,01:42:25,9815.59,834325.31,3
2025-10-29T01:42:26.126813,01:42:26,9805.76,833489.6,3
2025-10-29T01:42:36.573300,01:42:36,9796.14,832671.62,3
2025-10-29T01:42:37.981318,01:42:37,9794.01,832490.89,3
2025-10-29T01:42:48.126496,01:42:48,9751.35,828864.45,3
2025-10-29T01:42:49.539293,01:42:49,9751.88,828909.82,3
2025-10-29T01:43:00.275825,01:43:00,9739.19,827831.04,3
2025-10-29T01:43:01.370545,01:43:01,9747.4,828528.77,3
2025-10-29T01:43:12.126584,01:43:12,9728.85,826951.97,3
2025-10-29T01:43:13.259548,01:43:13,9729.15,826977.5,3
2025-10-29T01:43:24.253126,01:43:24,9718.4,826064.21,3
2025-10-29T01:43:24.858590,01:43:24,9717.32,825971.78,3
2025-10-29T01:43:36.213361,01:43:36,9706.39,825043.31,3
2025-10-29T01:43:36.474853,01:43:36,9701.46,824623.86,3
2025-10-29T01:43:47.881130,01:43:47,9667.88,821769.57,3
2025-10-29T01:43:48.027863,01:43:48,9661.96,821266.77,3
2025-10-29T01:43:59.531255,01:43:59,9804.04,833343.58,3
2025-10-29T01:43:59.650079,01:43:59,9805.44,833462.08,3
2025-10-29T01:44:11.255309,01:44:11,9813.46,834144.11,3
2025-10-29T01:44:11.420457,01:44:11,9813.46,834144.11,3
2025-10-29T01:44:22.796921,01:44:22,9835.07,835981.32,3
2025-10-29T01:44:23.003902,01:44:23,9843.09,836662.54,3
2025-10-29T01:44:34.369456,01:44:34,9829.91,835542.39,3
2025-10-29T01:44:34.953752,01:44:34,9828.05,835384.18,3
2025-10-29T01:44:45.914625,01:44:45,9788.23,831999.45,3
2025-10-29T01:44:46.585696,01:44:46,9788.46,832019.04,3
2025-10-29T01:44:57.770579,01:44:57,9782.89,831545.27,3
