timestamp,open_positions,total_pnl_usd,total_pnl_inr,risk_percent,avg_margin_ratio,min_margin_ratio,positions_at_risk,overall_liq_risk,status
2025-10-14T00:03:18.534621,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:08:23.776865,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:13:26.417041,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:18:30.502820,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:23:33.594210,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:28:37.589322,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:33:41.550309,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:38:45.736018,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:43:49.574367,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:48:53.538768,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:53:57.446439,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T00:59:01.416190,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:04:05.686919,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:09:09.571685,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:14:12.705349,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:19:16.368972,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:24:20.730546,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:29:24.633178,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:34:27.459717,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:39:31.451014,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:44:40.429870,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:49:47.838806,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:53:07.785988,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:54:52.688324,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:58:13.899734,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T01:59:58.780310,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:03:20.984572,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:05:04.671311,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:08:27.976234,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:10:10.980392,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:13:33.986068,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:15:16.095296,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:18:39.529773,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:20:21.707130,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:23:43.895606,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:25:26.810422,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:28:50.002252,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:30:30.774939,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:33:55.047349,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:35:36.970045,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:38:59.814265,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:40:43.823364,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:44:05.843336,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:45:48.957867,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:49:11.945036,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:50:54.671622,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:54:17.029860,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:56:00.975563,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T02:59:24.055316,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:01:06.602389,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:04:29.965288,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:06:11.696893,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:09:37.890390,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:11:17.753488,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:14:42.718600,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:16:23.950317,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:19:48.158985,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:21:30.556674,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:24:55.430299,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:26:34.797723,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:30:00.833609,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:31:40.574491,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:35:04.998983,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:36:45.845587,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:40:11.602151,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:41:51.945519,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:45:17.859402,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:46:57.737149,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:50:23.917841,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:52:02.893105,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:55:28.878052,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T03:57:07.722830,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:00:35.759040,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:02:15.606003,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:05:42.473687,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:07:22.626427,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:10:49.252120,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:12:27.607175,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:15:53.508630,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:17:35.015467,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:20:59.683619,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:22:40.836064,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:26:05.768772,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:27:45.685049,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:31:13.585389,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:32:51.942166,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:36:18.377051,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:37:57.557600,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:41:23.892984,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:43:02.829865,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:46:28.785139,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:48:08.951246,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:51:33.549357,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:53:14.816758,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:56:40.648517,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T04:58:22.564437,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:01:46.909788,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:03:27.463326,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:06:53.370903,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:08:33.911449,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:12:00.087798,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:13:39.496651,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:17:14.847325,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:18:54.533738,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:22:28.536518,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:24:09.518014,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:27:44.185131,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:29:24.472619,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:32:59.910005,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:34:37.013630,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:38:15.497029,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:39:43.578409,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:43:29.360566,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:44:48.957115,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:48:42.745901,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:49:55.111288,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:53:59.195919,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T05:55:01.913301,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T05:59:15.529859,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T06:00:07.369157,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T06:04:29.792291,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T06:05:13.649534,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T06:09:42.931853,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T06:10:18.580390,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T06:14:56.776923,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T06:15:23.747008,0,0.00,0.00,0.00,0.0000,0.0000,0,none,safe
2025-10-14T06:19:58.542352,2,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
2025-10-14T06:20:38.795902,1,0.00,0.00,0.00,1.0000,1.0000,0,low,safe
